Region,Date,Confirmed Cases,New Confirmed Cases,New Confirmed Cases - 7 Day Avg,New Confirmed Cases - 7 Day Avg Rate,Probable Cases,Total Cases,New Cases,New Cases - 7 Day Avg,New Cases - 7 Day Avg Rate,Recovered_Tot_Old,Recovered_New_Old,Recovered_Tot,Recovered_New,Cases_Past14Days,Hospitalized_Tot,Hospitalized_New,NewHosp_7day,NewHosp_Rate,Deaths_Tot,Deaths_New,NewDeaths_7day,NewDeaths_Rate,Infection Death Rate,Most Recent Date
State,3/6/2020,1,1,,,,,,,,,,,,,,,,,,,,,,
State,3/7/2020,1,0,,,,,,,,,,,,,,,,,,,,,,
State,3/8/2020,2,1,,,,,,,,,,,,,,,,,,,,,,
State,3/9/2020,2,0,,,,,,,,,,,,,,,,,,,,,,
State,3/10/2020,2,0,,,,,,,,,,,,,,,,,,,,,,
State,3/11/2020,2,0,,,,,,,,,,,,,,,,,,,,,,
State,3/12/2020,2,0,0.3,,,,,,,,,,,,,,,,,,,,,
State,3/13/2020,2,0,0.1,,,,,,,,,,,,,,,,,,,,,
State,3/14/2020,4,2,0.4,,,,,,,,,,,,,,,,,,,,,
State,3/15/2020,7,3,0.7,0.1,,,,,,,,,,,,,,,,,,,,
State,3/16/2020,10,3,1.1,0.1,,,,,,,,,,,,,,,,,,,,
State,3/17/2020,14,4,1.7,0.1,,,,,,,,,,,,,,,,,,,,
State,3/18/2020,16,2,2,0.1,,,,,,,,,,,,,,,,,,,,
State,3/19/2020,26,10,3.4,0.2,,,,,,,,,,,,,,,,,,,,
State,3/20/2020,37,11,5,0.4,,,,,,,,,,,,,,,,,,,,
State,3/21/2020,48,11,6.3,0.4,,,,,,,,,,,,,,,,,,,,
State,3/22/2020,56,8,7,0.5,,,,,,,,,,,,,,,,,,,,
State,3/23/2020,77,21,9.6,0.7,,,,,,,,,,,4,1,,,,,,,,
State,3/24/2020,90,13,10.9,0.8,,,,,,,,,,,6,2,,,,,,,,
State,3/25/2020,95,5,11.3,0.8,,,,,,,,,,,6,0,,,,,,,,
State,3/26/2020,106,11,11.4,0.8,,,,,,,,,,,6,0,,,,,,,,
State,3/27/2020,120,14,11.9,0.8,,,,,,36,,36,,,8,2,,,,,,,,
State,3/28/2020,151,31,14.7,1,,,,,,39,3,39,3,,12,4,,,,,,,,
State,3/29/2020,175,24,17,1.2,,,,,,49,10,49,10,,12,0,1.3,,,,,,,
State,3/30/2020,204,29,18.1,1.3,,,,,,55,6,55,6,,12,0,1.1,,,,,,,
State,3/31/2020,224,20,19.1,1.3,,,,,,58,3,57,2,,13,1,1,,1,1,,,,
State,4/1/2020,258,34,23.3,1.6,,,,,,69,11,68,11,,15,2,1.3,,1,0,,,,
State,4/2/2020,285,27,25.6,1.8,,,,,,72,3,70,2,,15,0,1.3,,2,1,,,,
State,4/3/2020,319,34,28.4,2,,,,,,78,6,75,5,,18,3,1.4,,3,1,,,,
State,4/4/2020,351,32,28.6,2,,,,,,82,4,79,4,,19,1,1,,3,0,,,,
State,4/5/2020,371,20,28,2,,,,,,85,3,81,2,,21,2,1.3,,4,1,,,,
State,4/6/2020,387,16,26.1,1.8,,,,,,89,4,84,3,,26,5,2,,5,1,0.7,,,
State,4/7/2020,410,23,26.6,1.9,,,,,,113,24,108,24,,42,16,4.1,,5,0,0.6,,,
State,4/8/2020,435,25,25.3,1.8,,,,,,113,0,108,0,,42,0,3.9,,5,0,0.6,,,
State,4/9/2020,442,7,22.4,1.6,,,,,,251,138,245,137,,42,0,3.9,,6,1,0.6,,,
State,4/10/2020,464,22,20.7,1.5,,,,,,284,33,277,32,,42,0,3.4,,7,1,0.6,,,
State,4/11/2020,486,21,19.1,1.3,,,,,,300,16,292,15,,44,2,3.6,,8,1,0.7,,,
State,4/12/2020,499,13,18.1,1.3,,,,,,310,10,301,9,,44,0,3.3,,9,1,0.7,,,
State,4/13/2020,504,5,16.6,1.2,,,,,,315,5,306,5,,44,0,2.6,,9,0,0.6,,,
State,4/14/2020,517,13,15.1,1.1,,,,,,333,18,324,18,,45,1,0.4,,9,0,0.6,,,
State,4/15/2020,530,13,13.4,0.9,,,,,,359,26,350,26,,45,0,0.4,,9,0,0.6,,,
State,4/16/2020,541,11,11,1,,,,,,374,15,365,15,,45,0,0.4,0,9,0,0.4,0,0,
State,4/17/2020,553,12,12.6,0.9,,,,,,390,16,381,16,,48,3,0.9,0.1,9,0,0.3,0,0,
State,4/18/2020,574,21,12.6,0.9,,,,,,410,20,401,20,,51,3,1,0.1,9,0,0.1,0,0,
State,4/19/2020,580,6,11.6,0.8,,,,,,414,4,404,3,,52,1,1.1,0.1,10,1,0.1,0,0,
State,4/20/2020,584,4,11.4,0.8,,,,,,423,9,413,9,,55,3,1.6,0.1,10,0,0.1,0,0,
State,4/21/2020,586,2,9.9,0.7,,,,,,437,14,425,12,,56,1,1.6,0.1,12,2,0.4,0,0,
State,4/22/2020,592,6,8.9,0.6,,,,,,444,7,432,7,,63,7,2.6,0.2,12,0,0.4,0,0,
State,4/23/2020,596,4,7.9,0.6,,,,,,455,11,443,11,,63,0,2.6,0.2,12,0,0.4,0,0,
State,4/24/2020,601,5,6.9,0.5,,,,,,463,8,450,7,,67,4,2.7,0.2,13,1,0.6,0,0,
State,4/25/2020,604,3,4.3,0.3,,,,,,482,19,468,18,,68,1,2.4,0.2,14,1,0.7,0.1,0,
State,4/26/2020,606,2,3.7,0.3,,,,,,488,6,474,6,,68,0,2.3,0.2,14,0,0.6,0,0,
State,4/27/2020,607,1,3.3,0.2,,,,,,493,5,477,3,,68,0,1.9,0.1,16,2,0.9,0.1,0,
State,4/28/2020,609,2,3.3,0.2,,,,,,505,12,489,12,,69,1,1.9,0.1,16,0,0.6,0,0,
State,4/29/2020,613,4,3,0.2,,,,,,516,11,500,11,,69,0,0.9,0.1,16,0,0.6,0,0,
State,4/30/2020,618,5,3.1,0.2,,,,,,526,10,510,10,,70,1,1,0.1,16,0,0.6,0,0,
State,5/1/2020,619,1,2.6,0.2,,,,,,532,6,516,6,,72,2,0.7,0.1,16,0,0.4,0,0,
State,5/2/2020,620,0,2.1,0.2,,,,,,541,9,525,9,,72,0,0.6,0,16,0,0.3,0,0,
State,5/3/2020,620,0,1.9,0.1,,,,,,544,3,527,2,,73,1,0.7,0.1,17,1,0.4,0,0,
State,5/4/2020,621,1,1.9,0.1,,,,,,548,4,531,4,,73,0,0.7,0.1,17,0,0.1,0,0,
State,5/5/2020,625,4,2.1,0.2,,,,,,551,3,534,3,,73,0,0.6,0,17,0,0.1,0,0,
State,5/6/2020,626,1,1.7,0.1,,,,,,558,7,541,7,,74,1,0.7,0.1,17,0,0.1,0,0,
State,5/7/2020,629,3,1.4,0.1,,,,,,565,7,548,7,,74,0,0.6,0,17,0,0.1,0,0,
State,5/8/2020,629,0,1.3,0.1,,,,,,566,1,549,1,,81,7,1.3,0.1,17,0,0.1,0,0,
State,5/9/2020,631,3,1.7,0.1,,,,,,,,551,2,,81,0,1.3,0.1,17,0,0.1,0,0,
State,5/10/2020,632,1,1.9,0.1,,,,,,,,561,10,,81,0,1.1,0.1,17,0,0,0,0,
State,5/11/2020,634,2,2,0.1,,,,,,,,561,0,,81,0,1.1,0.1,17,0,0,0,0,
State,5/12/2020,635,1,1.6,0.1,,,,,,,,563,2,,81,0,1.1,0.1,17,0,0,0,0,
State,5/13/2020,638,2,1.7,0.1,,,,,,,,563,0,,81,0,1,0.1,17,0,0,0,0,
State,5/14/2020,637,0,1.3,0.1,,,,,,,,564,1,,81,0,1,0.1,17,0,0,0,0,
State,5/15/2020,638,1,1.4,0.1,,,,,,,,565,1,,81,0,0,0,17,0,0,0,0,
State,5/16/2020,639,2,1.3,0.1,,,,,,,,572,7,,82,1,0.1,0,17,0,0,0,0,
State,5/17/2020,640,1,1.3,0.1,,,,,,,,573,1,,82,0,0.1,0,17,0,0,0,0,
State,5/18/2020,640,0,1,0.1,,,,,,,,574,1,,82,0,0.1,0,17,0,0,0,0,
State,5/19/2020,641,1,1,0.1,,,,,,,,578,4,,82,0,0.1,0,17,0,0,0,0,
State,5/20/2020,643,2,1,0.1,,,,,,,,578,0,,82,0,0.1,0,17,0,0,0,0,
State,5/21/2020,647,4,1.6,0.1,,,,,,,,579,1,,83,1,0.3,0,17,0,0,0,0,
State,5/22/2020,642,0,1.4,0.1,,,,,,,,585,6,,84,1,0.4,0,17,0,0,0,0,
State,5/23/2020,643,1,1.3,0.1,,,,,,,,589,4,,84,0,0.3,0,17,0,0,0,0,
State,5/24/2020,643,0,1.1,0.1,,,,,,,,591,2,,84,0,0.3,0,17,0,0,0,0,
State,5/25/2020,643,0,1.1,0.1,,,,,,,,592,1,,83,0,0.3,0,17,0,0,0,0,
State,5/26/2020,643,0,1,0.1,,,,,,,,593,1,,83,0,0.3,0,17,0,0,0,0,
State,5/27/2020,644,1,0.9,0.1,,,,,,,,600,7,,83,0,0.3,0,17,0,0,0,0,
State,5/28/2020,647,3,0.7,0.1,,,,,,,,604,4,,83,0,0.1,0,17,0,0,0,0,
State,5/29/2020,649,3,1.1,0.1,,,,,,,,605,1,,83,0,0,0,17,0,0,0,0,
State,5/30/2020,651,3,1.4,0.1,,,,,,,,606,1,,83,0,0,0,17,0,0,0,0,
State,5/31/2020,652,1,1.6,0.1,,,,,,,,608,2,,83,0,0,0,17,0,0,0,0,
State,6/1/2020,652,0,1.6,0.1,,,,,,,,608,0,,83,0,0,0,17,0,0,0,0,
State,6/2/2020,653,1,1.7,0.1,,,,,,,,609,1,,83,0,#REF!,#REF!,17,0,0,0,0,
State,6/3/2020,653,1,1.7,0.1,,,,,,,,612,3,,83,0,#REF!,#REF!,17,0,0,0,0,
State,6/4/2020,655,2,1.6,0.1,,,,,,,,611,0,,83,0,#REF!,#REF!,17,0,0,0,0,
State,6/5/2020,664,9,2.4,0.2,,,,,,,,614,3,,83,0,#REF!,#REF!,17,0,0,0,0,
State,6/6/2020,673,9,3.3,0.2,,,,,,,,616,2,,83,0,#REF!,#REF!,17,0,0,0,0,
State,6/7/2020,675,2,3.4,0.2,,,,,,,,617,1,,84,1,#REF!,#REF!,17,0,0,0,0,
State,6/8/2020,676,1,3.6,0.3,,,,,,,,618,1,,84,0,#REF!,#REF!,17,0,0,0,0,
State,6/9/2020,682,6,4.3,0.3,,,,,,,,621,3,,84,0,#REF!,#REF!,17,0,0,0,0,
State,6/10/2020,685,4,4.7,0.3,,,,,,,,622,1,,85,1,0.3,0,17,0,0,0,0,
State,6/11/2020,692,7,5.4,0.4,,,,,,,,623,1,,86,1,0.4,0,17,0,0,0,0,
State,6/12/2020,706,15,6.3,0.4,,,,,,,,627,4,,87,1,0.6,0,17,0,0,0,0,
State,6/13/2020,723,17,7.4,0.5,,,,,,,,628,1,,89,2,0.9,0.1,17,0,0,0,0,
State,6/14/2020,728,5,7.9,0.6,,,,,,,,629,1,,91,2,1,0.1,17,0,0,0,0,
State,6/15/2020,736,8,8.9,0.6,,,,,,,,630,1,,91,0,1,0.1,17,0,0,0,0,
State,6/16/2020,740,4,8.6,0.6,,,,,,,,637,7,,92,1,1.1,0.1,17,0,0,0,0,
State,6/17/2020,744,4,8.6,0.6,,,,,,,,639,2,,95,3,1.4,0.1,17,0,0,0,0,
State,6/18/2020,762,18,10.1,0.7,,,,,,,,640,1,,95,0,1.3,0.1,17,0,0,0,0,
State,6/19/2020,789,27,11.9,0.8,,,,,,,,642,2,,96,1,1.3,0.1,17,0,0,0,0,
State,6/20/2020,803,14,11.4,0.8,,,,,,,,644,2,,96,0,1,0.1,17,0,0,0,0,
State,6/21/2020,814,11,12.3,0.9,,,,,,,,651,7,,97,1,0.9,0.1,17,0,0,0,0,
State,6/22/2020,816,4,11.7,0.8,,,,,,,,669,18,,99,2,1.1,0.1,17,0,0,0,0,
State,6/23/2020,819,3,11.6,0.8,,,,,,,,673,4,,104,5,1.7,0.1,17,0,0,0,0,
State,6/24/2020,835,16,13.3,0.9,,,,,,,,686,13,,105,1,1.4,0.1,17,0,0,0,0,
State,6/25/2020,850,15,12.9,0.9,,,,,,,,696,10,,109,4,2,0.1,17,0,0,0,0,
State,6/26/2020,866,16,11.3,0.8,,,,,,,,705,9,,109,0,1.9,0.1,17,0,0,0,0,
State,6/27/2020,872,6,10.1,0.7,,,,,,,,714,9,,110,1,2,0.1,18,1,0.1,0,0,
State,6/28/2020,899,27,12.4,0.9,,,,,,,,719,5,,111,1,2,0.1,18,0,0.1,0,0,
State,6/29/2020,899,1,12,0.8,,,,,,,,722,3,,111,0,1.7,0.1,18,0,0.1,0,0,
State,6/30/2020,917,18,14.1,1,,,,,,,,736,14,,113,2,1.3,0.6,18,0,0.1,0,0,
State,7/1/2020,926,9,13.1,0.9,,,,,,,,741,5,,116,3,1.6,0.1,18,0,0.1,0,0,
State,7/2/2020,946,20,13.9,1,,,,,,,,746,5,,116,0,1,0.1,18,0,0.1,0,0,
State,7/3/2020,975,29,15.7,1.1,,,,,,,,754,8,,118,2,1.3,0.1,19,1,0.3,0,0,
State,7/4/2020,998,24,18.3,1.3,,,,,,,,756,2,,118,0,1.1,0.1,19,0,0.1,0,0,
State,7/5/2020,1023,25,18,1.3,,,,,,,,777,21,,118,0,1,0.1,19,0,0.1,0,0,
State,7/6/2020,1030,7,18.9,1.3,,,,,,,,781,21,,119,1,1.1,0.1,19,0,0.1,0,0,
State,7/7/2020,1071,41,22.1,1.6,,,,,,,,797,16,,119,0,0.9,0.1,19,0,0.1,0,0,
State,7/8/2020,1094,23,24.1,1.7,,,,,,,,811,14,,122,3,0.9,0.1,19,0,0.1,0,0,
State,7/9/2020,1130,36,26.4,1.9,,,,,,,,840,29,,123,1,1,0.1,19,0,0.1,0,0,
State,7/10/2020,1158,28,26.3,1.8,,,,,,,,847,7,,125,2,1,0.1,19,0,0,0,0,
State,7/11/2020,1199,41,28.7,2,,,,,,,,872,25,,125,0,1,0.1,19,0,0,0,0,
State,7/12/2020,1220,21,28.1,2,,,,,,,,890,18,,125,0,1,0.1,19,0,0,0,0,
State,7/13/2020,1242,22,30.3,2.1,,,,,,,,911,21,,128,3,1.3,0.1,22,3,0.4,0,0,
State,7/14/2020,1263,21,27.4,1.9,,,,,,,,921,10,,133,5,2,0.1,22,0,0.4,0,0,
State,7/15/2020,1292,29,28.3,2,,,,,,,,951,30,,137,4,2.1,0.2,22,0,0.4,0,0,
State,7/16/2020,1311,19,25.9,1.8,,,,,,,,975,24,,138,1,2.1,0.2,22,0,0.4,0,0,
State,7/17/2020,1334,23,25.1,1.8,,,,,,,,994,19,,139,1,2,0.1,23,1,0.6,0,0,
State,7/18/2020,1354,20,22.1,1.6,,,,,,,,1019,25,,140,1,2.1,0.2,24,1,0.7,0.1,0,
State,7/19/2020,1381,28,23.1,1.6,,,,,,,,1043,24,,150,10,3.6,0.3,24,0,0.7,0.1,0,
State,7/20/2020,1393,12,21.7,1.5,,,,,,,,1057,14,,150,0,3.1,0.2,24,0,0.3,0,0,
State,7/21/2020,1418,25,22.3,1.6,,,,,,,,1083,26,,151,1,2.6,0.2,24,0,0.3,0,0,
State,7/22/2020,1435,17,20.6,1.4,,,,,,,,1113,30,,154,3,2.4,0.2,25,1,0.4,0,0,
State,7/23/2020,1490,55,25.7,1.8,,,,,,,,1125,12,,155,1,2.4,0.2,26,1,0.6,0,0,
State,7/24/2020,1549,59,30.9,2.2,,,,,,,,1148,23,,156,1,2.4,0.2,26,0,0.4,0,0,
State,7/25/2020,1620,73,38.4,2.7,,,,,,,,1167,19,,161,5,3,0.2,26,0,0.3,0,0,
State,7/26/2020,1683,63,43.4,3.1,,,,,,,,1179,12,,163,2,1.9,0.1,26,0,0.3,0,0,
State,7/27/2020,1710,27,45.6,3.2,,,,,,,,1191,12,,165,2,2.1,0.2,26,0,0.3,0,0,
State,7/28/2020,1766,46,48.6,3.4,,,,,,,,1205,14,,167,2,2.3,0.2,26,0,0.3,0,0,
State,7/29/2020,1865,109,61.7,4.3,,,,,,,,1215,10,,173,6,2.7,0.2,26,0,0.1,0,0,
State,7/30/2020,1989,124,71.6,5,,,,,,,,1226,11,,177,4,3.1,0.2,26,0,0,0,0,
State,7/31/2020,2111,123,80.7,5.7,,,,,,,,1243,17,,179,2,3.3,0.2,26,0,0,0,0,
State,8/1/2020,2197,87,82.7,5.8,,,,,,,,1269,26,,194,15,4.7,0.3,26,0,0,0,0,
State,8/2/2020,2242,45,80.1,5.6,,,,,,,,1294,25,,199,5,5.1,0.4,26,0,0,0,0,
State,8/3/2020,2448,207,105.9,7.4,,,,,,,,1315,21,,201,2,5.1,0.4,26,0,0,0,0,
State,8/4/2020,2591,144,119.9,8.4,,,,,,,,1354,39,,208,7,5.9,0.4,27,1,0.1,0,0,
State,8/5/2020,2763,173,129,9.1,,,,,,,,1402,48,,214,6,5.9,0.4,27,0,0.1,0,0,
State,8/6/2020,2914,152,133,9.4,,,,,,,,1440,38,,225,10,6.7,0.5,29,2,0.4,0,0,
State,8/7/2020,3115,201,144.1,10.1,,,,,,,,1467,27,,231,6,7.3,0.5,31,2,0.7,0.1,0,
State,8/8/2020,3346,231,164.7,11.6,,,,,,,,1511,44,,237,6,6,0.4,31,0,0.7,0.1,0,
State,8/9/2020,3498,152,180,12.7,,,,,,,,1548,37,,239,2,5.6,0.4,31,0,0.7,0.1,0,
State,8/10/2020,3638,140,170.4,12,,,,,,,,1586,38,,242,3,5.7,0.4,34,3,1.1,0.1,0,
State,8/11/2020,3756,118,166.7,11.7,,,,,,,,1627,41,,251,9,6,0.4,34,0,1,0.1,0,
State,8/12/2020,3958,202,170.9,12,,,,,,,,1665,38,,260,9,6.4,0.5,38,4,1.6,0.1,0,
State,8/13/2020,4312,355,199.9,14.1,,,,,,,,1716,51,,267,7,6,0.4,40,2,1.6,0.1,0,
State,8/14/2020,4543,233,204.4,14.4,,,,,,,,1756,40,,277,10,6.6,0.5,40,0,1.3,0.1,0,
State,8/15/2020,4825,284,212,14.9,,,,,,,,1808,52,,279,2,6,0.4,40,0,1.3,0.1,0,
State,8/16/2020,5042,220,221.7,15.6,,,,,,,,1841,33,,283,3,6.1,0.4,40,0,1.3,0.1,0,
State,8/17/2020,5215,174,226.6,15.9,,,,,,,,1868,27,,288,5,6.4,0.5,40,0,0.9,0.1,0,
State,8/18/2020,5349,134,228.9,16.1,,,,,,,,1921,53,,300,12,6.9,0.5,41,1,1,0.1,0,
State,8/19/2020,5609,261,237.3,16.7,,,,,,,,1977,56,,303,3,6,0.4,42,1,0.6,0,0,
State,8/20/2020,5844,236,220.3,15.5,,,,,,,,2031,54,,317,14,7,0.5,45,3,0.7,0.1,0,
State,8/21/2020,6072,230,219.9,15.5,,,,,,,,2072,41,,337,20,8.4,0.6,46,1,0.9,0.1,0,
State,8/22/2020,6356,284,219.9,15.5,,,,,,,,2107,35,,377,40,13.9,1,47,1,1,0.1,0,
State,8/23/2020,6600,248,223.9,15.7,,,,,,,,2143,36,,396,19,16.1,1.1,47,1,1.1,0.1,0,
State,8/24/2020,6769,169,223.1,15.7,,,,,,,,2172,29,,399,3,15.9,1.1,49,2,1.4,0.1,0,
State,8/25/2020,6984,215,234.7,16.5,,,,,,,,2236,64,,419,20,17,1.2,49,0,1.3,0.1,0,
State,8/26/2020,7260,277,237,16.7,,,,,,,,2288,52,,444,25,20.1,1.4,51,2,1.4,0.1,0,
State,8/27/2020,7566,306,247,17.4,,,,,,,,2371,83,,462,18,20.7,1.5,55,4,1.6,0.1,0,
State,8/28/2020,7830,265,252,17.7,,,,,,,,2410,39,,485,23,21.1,1.5,59,4,2,0.1,0,
State,8/29/2020,8139,310,255.7,18,,,,,,,,2477,67,,497,12,17.1,1.2,62,3,2.3,0.2,0,
State,8/30/2020,8339,200,248.9,17.5,,,,,,,,2520,43,,505,8,15.6,1.1,63,1,2.3,0.2,0,
State,8/31/2020,8472,133,243.7,17.1,,,,,,,,2578,58,,508,3,15.6,1.1,70,7,3,0.2,0,
State,9/1/2020,8653,181,238.9,16.8,,,,,,,,2634,56,,532,24,16.1,1.1,74,4,3.6,0.3,0,
State,9/2/2020,8991,339,247.7,17.4,,,,,,,,2689,56,,552,20,15.4,1.1,75,1,3.4,0.2,0,
State,9/3/2020,9202,211,234.1,16.5,,,,,,,,2778,89,,573,21,15.9,1.1,79,4,3.4,0.2,0,
State,9/4/2020,9473,271,235,16.5,,,,,,,,2855,77,,583,10,14,1,81,0,2.9,0.2,0,
State,9/5/2020,9693,221,222.3,15.6,,,,,,,,2931,76,,592,9,13.6,1,84,3,2.9,0.2,0,
State,9/6/2020,9855,164,217.1,15.3,,,,,,,,2991,60,,597,5,13.1,0.9,85,1,2.9,0.2,0,
State,9/7/2020,9959,105,213.1,15,,,,,,,,3028,37,,598,1,12.9,0.9,86,1,2,0.1,0,
State,9/8/2020,10025,66,196.7,13.8,,,,,,,,3063,35,,599,1,9.6,0.7,88,2,1.7,0.1,0,
State,9/9/2020,10123,100,162.6,11.4,,,,,,,,3120,57,,604,5,7.4,0.5,91,3,2,0.1,0,
State,9/10/2020,10292,169,156.6,11,,,,,,,,3176,56,,610,6,5.3,0.4,94,3,1.9,0.1,0,
State,9/11/2020,10459,167,141.7,10,,,,,,,,3334,158,,622,12,5.6,0.4,96,2,2.1,0.2,0,
State,9/12/2020,10588,131,128.9,9.1,,,,,,,,3418,82,,635,13,6.1,0.4,97,1,1.9,0.1,0,
State,9/13/2020,10700,114,121.7,8.6,,,,,,,,3565,147,,636,1,5.6,0.4,99,2,2,0.1,0,
State,9/14/2020,10779,80,118.1,8.3,,,,,,,,3693,128,,638,2,5.7,0.4,99,0,1.9,0.1,0,
State,9/15/2020,10844,66,118.1,8.3,,,,,,,,3885,192,,654,16,7.9,0.6,100,1,1.7,0.1,0,
State,9/16/2020,10946,102,118.4,8.3,,,,,,,,4105,220,,667,13,9,0.6,103,3,1.7,0.1,0,
State,9/17/2020,11105,160,117.1,8.2,,,,,,,,4248,143,,685,18,10.7,0.8,107,4,1.9,0.1,0,
State,9/18/2020,11217,114,109.6,7.7,,,,,,,,4394,146,,700,15,11.1,0.8,120,13,3.4,0.2,0,
State,9/19/2020,11326,110,106.6,7.5,,,,,,,,4622,228,,726,26,13,0.9,120,0,3.3,0.2,0,
State,9/20/2020,11403,77,101.3,7.1,,,,,,,,4759,137,,730,4,13.4,0.9,120,0,3,0.2,0,
State,9/21/2020,11459,56,97.9,6.9,,,,,,,,4888,129,,735,5,13.9,1,120,0,3,0.2,0,
State,9/22/2020,11522,63,97.4,6.9,,,,,,,,4992,104,,749,14,13.6,1,120,0,2.9,0.2,0,
State,9/23/2020,11689,168,106.9,7.5,,,,,,,,5125,133,,763,14,13.7,1,122,2,2.7,0.2,0,
State,9/24/2020,11779,90,96.6,6.8,,,,,,,,5265,140,,779,16,13.4,0.9,124,2,2.4,0.2,0,
State,9/25/2020,11891,112,96.3,6.8,,,,,,,,5397,132,,787,8,12.4,0.9,127,3,1,0.1,0,
State,9/26/2020,12018,127,98.7,7,,,,,,,,10126,,,802,15,10.9,0.8,131,4,1.6,0.1,0,
State,9/27/2020,12116,98,101.7,7.2,,,,,,,,10155,29,,816,14,12.3,0.9,132,1,1.7,0.1,0,
State,9/28/2020,12203,90,106.6,7.6,,,,,,,,10215,60,,819,3,12,0.8,132,0,1.7,0.1,0,
State,9/29/2020,12290,87,109.7,7.8,,,,,,,,10256,41,,832,13,11.9,0.8,134,2,2,0.1,0,
State,9/30/2020,12410,121,102.9,7.3,,,,,,,,10298,42,,847,15,12,0.8,136,2,2,0.1,0,
State,10/1/2020,12515,108,105.7,7.5,,,,,,,,10340,42,,862,15,11.9,0.8,139,3,2.1,0.2,0,
State,10/2/2020,12601,87,102,7.2,,,,,,,,10389,49,,880,18,13.3,0.9,142,3,2.1,0.2,0,
State,10/3/2020,12734,133,102.9,7.3,,,,,,,,10415,26,,885,5,11.9,0.8,153,11,3.1,0.2,0,
State,10/4/2020,12804,70,98.9,7,,,,,,,,10446,31,,889,4,10.4,0.7,156,3,3.4,0.2,0,
State,10/5/2020,12854,52,93.4,6.6,,,,,,,,10470,24,,889,0,10,0.7,157,1,3.6,0.3,0,
State,10/6/2020,12937,83,93.1,6.6,,,,,,,,10526,56,,889,0,8.1,0.6,160,3,3.7,0.3,0,
State,10/7/2020,13045,110,91.4,6.5,,,,,,,,10573,56,,894,5,6.7,0.5,163,3,3.9,0.3,0,
State,10/8/2020,13146,101,90.4,6.4,,,,,,,,10604,31,,900,6,5.4,0.4,164,,4,0.3,0,
State,10/9/2020,13300,155,100.1,7.1,,,,,,,,10651,47,,911,11,4.4,0.3,166,2,3.8,0.3,0,
State,10/10/2020,13371,73,91.6,6.5,,,,,,,,10713,62,,929,18,6.3,0.4,168,2,2.3,0.2,0,
State,10/11/2020,13472,103,96.3,6.8,,,,,,,,10750,37,,935,6,6.6,0.5,169,1,2,0.1,0,
State,10/12/2020,13514,42,94.9,6.7,,,,,,,,10781,31,,939,4,7.1,0.5,169,0,1.8,0.1,0,
State,10/13/2020,13575,62,91.9,6.5,,,,,,,,10831,50,,951,12,8.9,0.6,173,4,2,0.1,0,
State,10/14/2020,13674,101,90.7,6.4,,,,,,,,10883,52,,961,10,9.6,0.7,183,10,3.2,0.2,0,
State,10/15/2020,13764,91,89,6.3,,,,,,,,10915,32,,978,17,11.1,0.8,184,1,2.9,0.2,0,
State,10/16/2020,13853,89,79.7,5.7,,,,,,,,10947,32,,988,10,11,0.8,185,1,2.7,0.2,0,
State,10/17/2020,13949,96,82.7,5.9,,,,,,,,10995,48,,1001,13,10.3,0.7,186,1,2.6,0.2,0,
State,10/18/2020,14031,83,79.9,5.7,,,,,,,,11044,49,,1005,4,10,0.7,187,1,2.6,0.2,0,
State,10/19/2020,14068,39,79.1,5.6,,,,,,,,11078,34,,1012,7,10.4,0.7,187,0,2.6,0.2,0,
State,10/20/2020,14156,91,82.7,5.9,,,,,,,,11150,72,,1025,13,10.6,0.7,189,2,2.3,0.2,0,
State,10/21/2020,14233,78,79.6,5.7,,,,,,,,11188,38,,1033,8,10.3,0.7,203,14,2.9,0.2,0,
State,10/22/2020,14335,102,81,5.8,,,,,,,,11232,44,,1045,12,9.6,0.7,206,3,3.1,0.2,0,
State,10/23/2020,14464,131,86.9,6.2,,,,,,,,11292,60,,1057,12,9.9,0.7,209,3,3.4,0.2,0,
State,10/24/2020,14553,90,86.3,6.1,,,,,,,,11346,54,,1065,8,9.1,0.6,212,3,3.7,0.3,0,
State,10/25/2020,14672,121,91.4,6.5,,,,,,,,11405,59,,1065,0,8.6,0.6,212,0,3.6,0.3,0,
State,10/26/2020,14709,38,91.3,6.5,,,,,,,,11444,39,,1067,2,7.9,0.6,212,0,3.6,0.3,0,
State,10/27/2020,14773,66,88,6.3,,,,,,,,11523,79,,1073,6,6.9,0.5,215,3,3.7,0.3,0,
State,10/28/2020,14834,62,84.9,6,,,,,,,,11605,82,,1081,8,6.9,0.5,213,0,1.7,0.1,0,
State,10/29/2020,14911,77,80.9,5.7,,,,,,,,11682,77,,1090,9,6.4,0.5,215,2,1.6,0.1,0,
State,10/30/2020,15003,94,75.7,5.4,,,,,,,,11738,56,,1097,7,5.7,0.4,216,1,1.3,0.1,0,
State,10/31/2020,15071,68,71.7,5.1,,,,,,,,11776,38,,1105,8,5.7,0.4,219,3,1.3,0.1,0,
State,11/1/2020,15154,83,66.1,4.7,,,,,,,,11824,48,,1107,2,6,0.4,219,3,1.7,0.1,0,
State,11/2/2020,15231,78,71.4,5.1,,,,,,,,11868,44,,1111,4,6.3,0.4,219,0,1.7,0.1,0,
State,11/3/2020,15318,89,74.3,5.3,,,,,,,,11930,62,,1124,13,7.3,0.5,219,0,1.3,0.1,0,
